date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:37:48	54465/54465	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:47%20GMT	https://duruthemes.com/demo/html/florya/light/onepage.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/onepage.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:48	29968/29968	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:46%20GMT	https://duruthemes.com/demo/html/florya/light/about.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/about.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:48	26961/26961	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:47%20GMT	https://duruthemes.com/demo/html/florya/light/services.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/services.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:49	30427/30427	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:46%20GMT	https://duruthemes.com/demo/html/florya/light/portfolio-grid.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/portfolio-grid.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:49	24313/24313	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:46%20GMT	https://duruthemes.com/demo/html/florya/light/portfolio-masonry.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/portfolio-masonry.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:49	17776/17776	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:47%20GMT	https://duruthemes.com/demo/html/florya/light/blog-2-column.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/blog-2-column.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:50	19325/19325	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:47%20GMT	https://duruthemes.com/demo/html/florya/light/blog-right-sidebar.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/blog-right-sidebar.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:50	19325/19325	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:45%20GMT	https://duruthemes.com/demo/html/florya/light/blog-left-sidebar.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/blog-left-sidebar.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:51	23621/23621	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:47%20GMT	https://duruthemes.com/demo/html/florya/light/services-page.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/services-page.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:51	23502/23502	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:46%20GMT	https://duruthemes.com/demo/html/florya/light/portfolio-page.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/portfolio-page.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:51	23255/23255	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:44%20GMT	https://duruthemes.com/demo/html/florya/light/post.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/post.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:52	10599/10599	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:47%20GMT	https://duruthemes.com/demo/html/florya/light/coming-soon.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/coming-soon.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:52	7567/7567	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:46%20GMT	https://duruthemes.com/demo/html/florya/light/404.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/404.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:53	22176/22176	---M-Z	200	added ('OK')	text/html	date:Tue,%2009%20Jan%202024%2013:14:46%20GMT	https://duruthemes.com/demo/html/florya/light/contact.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/contact.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:55	181330/181330	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:11%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/1.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/1.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:55	71849/71849	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:13%20GMT	https://duruthemes.com/demo/html/florya/light/img/couple/5.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/couple/5.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:56	158603/158603	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:11%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/2.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/2.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:57	176414/176414	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:14:53%20GMT	https://duruthemes.com/demo/html/florya/light/img/banner.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/banner.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:58	78033/78033	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:13%20GMT	https://duruthemes.com/demo/html/florya/light/img/couple/4.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/couple/4.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:58	173696/173696	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:11%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/3.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/3.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:58	63682/63682	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:15%20GMT	https://duruthemes.com/demo/html/florya/light/img/couple/3.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/couple/3.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:58	251788/251788	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:10%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/5.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/5.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:59	123940/123940	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:07%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/15.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/15.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:37:59	176710/176710	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:10%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/4.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/4.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:00	587092/587092	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:10%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/6.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/6.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:01	194385/194385	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:09%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/18.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/18.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:01	219901/219901	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:08%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/13.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/13.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:01	247694/247694	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:07%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/14.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/14.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:01	12610/12610	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2013:15:07%20GMT	https://duruthemes.com/demo/html/florya/light/img/clients/1.png	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/clients/1.png	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:01	151787/151787	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:14:54%20GMT	https://duruthemes.com/demo/html/florya/light/img/signup.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/signup.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:01	14627/14627	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2013:15:06%20GMT	https://duruthemes.com/demo/html/florya/light/img/clients/2.png	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/clients/2.png	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:02	14391/14391	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2013:15:06%20GMT	https://duruthemes.com/demo/html/florya/light/img/clients/3.png	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/clients/3.png	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:02	183471/183471	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:08%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/12.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/12.jpg	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:02	18881/18881	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2013:15:06%20GMT	https://duruthemes.com/demo/html/florya/light/img/clients/4.png	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/clients/4.png	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:02	15368/15368	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2013:15:06%20GMT	https://duruthemes.com/demo/html/florya/light/img/clients/5.png	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/clients/5.png	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:03	15051/15051	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2013:15:06%20GMT	https://duruthemes.com/demo/html/florya/light/img/clients/6.png	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/clients/6.png	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:03	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2018:38:05%20GMT	https://duruthemes.com/demo/html/florya/light/portfolio.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/portfolio.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:03	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2025%20Dec%202024%2018:38:06%20GMT	https://duruthemes.com/demo/html/florya/light/blog.html	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/blog.html	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:03	89947/89947	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:53%20GMT	https://duruthemes.com/demo/html/florya/light/js/jquery-3.6.3.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/jquery-3.6.3.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:04	7083/7083	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:52%20GMT	https://duruthemes.com/demo/html/florya/light/js/jquery-migrate-3.0.0.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/jquery-migrate-3.0.0.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:04	15413/15413	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:51%20GMT	https://duruthemes.com/demo/html/florya/light/js/modernizr-2.6.2.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/modernizr-2.6.2.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:04	5441/5441	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:53%20GMT	https://duruthemes.com/demo/html/florya/light/js/imagesloaded.pkgd.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/imagesloaded.pkgd.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:05	34694/34694	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:52%20GMT	https://duruthemes.com/demo/html/florya/light/js/jquery.isotope.v3.0.2.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/jquery.isotope.v3.0.2.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:05	13079/13079	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:51%20GMT	https://duruthemes.com/demo/html/florya/light/js/pace.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/pace.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:06	19149/19149	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:53%20GMT	https://duruthemes.com/demo/html/florya/light/js/popper.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/popper.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:06	79741/79741	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:52%20GMT	https://duruthemes.com/demo/html/florya/light/js/bootstrap.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/bootstrap.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:07	1418/1418	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:53%20GMT	https://duruthemes.com/demo/html/florya/light/js/scrollIt.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/scrollIt.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:07	8835/8835	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:53%20GMT	https://duruthemes.com/demo/html/florya/light/js/jquery.waypoints.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/jquery.waypoints.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:07	44342/44342	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:52%20GMT	https://duruthemes.com/demo/html/florya/light/js/owl.carousel.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/owl.carousel.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:08	12597/12597	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:53%20GMT	https://duruthemes.com/demo/html/florya/light/js/jquery.stellar.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/jquery.stellar.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:08	41730/41730	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:52%20GMT	https://duruthemes.com/demo/html/florya/light/js/jquery.magnific-popup.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/jquery.magnific-popup.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:09	1232/1232	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:53%20GMT	https://duruthemes.com/demo/html/florya/light/js/YouTubePopUp.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/YouTubePopUp.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:09	5010/5010	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:52%20GMT	https://duruthemes.com/demo/html/florya/light/js/smooth-scroll.min.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/smooth-scroll.min.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:10	16471/16471	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2009%20Jan%202024%2013:14:52%20GMT	https://duruthemes.com/demo/html/florya/light/js/custom.js	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/js/custom.js	(from https://duruthemes.com/demo/html/florya/light/gallery.html)
10:38:10	194652/194652	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Jan%202024%2013:15:05%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/bootstrap.min.css	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/bootstrap.min.css	(from https://duruthemes.com/demo/html/florya/light/css/plugins.css)
10:38:10	3351/3351	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Jan%202024%2013:15:05%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/owl.carousel.min.css	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/owl.carousel.min.css	(from https://duruthemes.com/demo/html/florya/light/css/plugins.css)
10:38:11	1013/1013	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Jan%202024%2013:15:05%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/owl.theme.default.min.css	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/owl.theme.default.min.css	(from https://duruthemes.com/demo/html/florya/light/css/plugins.css)
10:38:11	71552/71552	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Jan%202024%2013:15:05%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/animate.min.css	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/animate.min.css	(from https://duruthemes.com/demo/html/florya/light/css/plugins.css)
10:38:11	16417/16417	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Jan%202024%2013:15:05%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/themify-icons.css	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/themify-icons.css	(from https://duruthemes.com/demo/html/florya/light/css/plugins.css)
10:38:12	6963/6963	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Jan%202024%2013:15:05%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/magnific-popup.css	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/magnific-popup.css	(from https://duruthemes.com/demo/html/florya/light/css/plugins.css)
10:38:12	3010/3010	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Jan%202024%2013:15:06%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/YouTubePopUp.css	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/YouTubePopUp.css	(from https://duruthemes.com/demo/html/florya/light/css/plugins.css)
10:38:13	9404/9404	---M-Z	200	added ('OK')	text/css	date:Tue,%2009%20Jan%202024%2013:15:06%20GMT	https://duruthemes.com/demo/html/florya/light/css/plugins/vegas.slider.min.css	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/css/plugins/vegas.slider.min.css	(from https://duruthemes.com/demo/html/florya/light/css/plugins.css)
10:38:13	2009/2009	---M--	200	added ('OK')	image/png	date:Tue,%2009%20Jan%202024%2013:14:54%20GMT	https://duruthemes.com/demo/html/florya/light/img/dots.png	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/dots.png	(from https://duruthemes.com/demo/html/florya/light/css/style.css)
10:38:15	224203/224203	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:08%20GMT	https://duruthemes.com/demo/html/florya/light/img/slider/17.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/slider/17.jpg	(from https://duruthemes.com/demo/html/florya/light/css/style.css)
10:38:15	155857/155857	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:13%20GMT	https://duruthemes.com/demo/html/florya/light/img/services/1.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/services/1.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:16	133358/133358	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:12%20GMT	https://duruthemes.com/demo/html/florya/light/img/services/6.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/services/6.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:16	162993/162993	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:12%20GMT	https://duruthemes.com/demo/html/florya/light/img/services/5.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/services/5.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:16	133493/133493	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:13%20GMT	https://duruthemes.com/demo/html/florya/light/img/services/2.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/services/2.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
10:38:17	94197/94197	---M--	200	added ('OK')	image/jpeg	date:Tue,%2009%20Jan%202024%2013:15:12%20GMT	https://duruthemes.com/demo/html/florya/light/img/services/4.jpg	C:/My%20Web%20Sites/Mama_fajuyi@80/duruthemes.com/demo/html/florya/light/img/services/4.jpg	(from https://duruthemes.com/demo/html/florya/light/index.html)
